"method","n","replication","full_mae","full_rmse","bound_mae","bound_rmse","inter_mae","inter_rmse","runtime"
"Random",90,27,1.2786888249564,3.41526229144513,1.28170225987545,3.42136373105178,0.54851509446881,1.24765301376905,0
"Random",90,28,1.28751811030463,3.36099989300018,1.29063116397144,3.36708520922359,0.517426459477247,1.08081592036804,0
"Random",90,29,0.848700713287676,1.97076887088575,0.850341373375221,1.97388220875256,0.451158729217717,0.952974711738065,0
"Random",90,30,1.35979257465872,4.28264441301325,1.36226272208011,4.29031833999059,0.761260731104192,1.54923777403518,0
"QMC",50,1,1.66027332635149,4.2690161576792,1.66454533384538,4.27672983539285,0.5772739797619,1.23016182976907,0.0120000000000005
"QMC",50,2,1.37127301605676,4.72930579645951,1.37477927587359,4.73851273984857,0.51882254263124,1.08324966831924,0.0120000000000005
"QMC",50,3,2.42777504882736,9.0074397981511,2.43558418875556,9.02536186137469,0.489481442482936,0.95747515339407,0.0120000000000005
"QMC",50,4,1.67582260092012,4.52249301149286,1.67989568655297,4.53051760295788,0.620716331331516,1.27839201873244,0.0110000000000241
"QMC",50,5,1.24591972173226,3.20711477536432,1.24893490601561,3.21290009846109,0.497525856068467,1.0327952036445,0.0110000000000241
"QMC",50,6,2.16213172329867,7.21837041878701,2.16916092993998,7.2324275175534,0.380153060932702,0.779525489582427,0.0109999999999673
"QMC",50,7,1.5295797334129,4.33080588237776,1.53405045418859,4.33901065393078,0.396204455916371,0.850110758401521,0.0120000000000005
"QMC",50,8,1.51678849228461,3.76006022386644,1.52122508622731,3.76719860298337,0.415588904088995,0.895107078257736,0.0110000000000241
"QMC",50,9,1.08120887611703,3.17314250932973,1.08375959196086,3.17908248431232,0.461072593514039,0.946215170502314,0.0129999999999768
"QMC",50,10,1.14255229446275,3.44815282920545,1.14550245707088,3.45477722062927,0.425301536285844,0.878820198369644,0.0110000000000241
"QMC",50,11,1.78390778714489,5.30714709246632,1.78895522520375,5.3172809493561,0.5310915989514,1.20087646860752,0.0110000000000241
"QMC",50,12,1.88000576933363,4.99744482955353,1.88574586356507,5.00714483825168,0.455266546971185,0.941899523210715,0.0109999999999673
"QMC",50,13,1.86016014794828,4.79880470574745,1.86513626213357,4.80792071409012,0.650355080818247,1.31798360805992,0.0110000000000241
"QMC",50,14,1.19585426990587,2.95893265055303,1.19903994165576,2.96447073669428,0.421345952427301,0.883072052936486,0.0110000000000241
"QMC",50,15,1.55890197265807,4.07657794313092,1.56212697722504,4.08369682702759,0.75842896409975,1.48309040525919,0.0120000000000005
"QMC",50,16,1.2199621426181,3.23022968086399,1.22295967288526,3.23606711611916,0.460056331274113,0.930173073824587,0.0120000000000005
"QMC",50,17,1.22399595516704,3.23889865742561,1.22708772176757,3.24476480053084,0.440200230798467,0.921095071354139,0.0110000000000241
"QMC",50,18,1.93777288175519,4.60492554688133,1.94375415069777,4.61391840701842,0.483592128431163,1.0244855558337,0.0110000000000241
"QMC",50,19,1.14032847514376,3.21838948848066,1.14281017495365,3.2241042031961,0.52434990149566,1.10441900537432,0.0109999999999673
"QMC",50,20,1.5446073518566,4.2219736976539,1.54819389163769,4.22957893040907,0.654398290357226,1.36792430170502,0.0110000000000241
"QMC",50,21,1.82458305355299,5.27088598659007,1.83022832343,5.28140422860105,0.452091215902697,0.89314249419959,0.0120000000000005
"QMC",50,22,1.49415300761612,4.22739771719736,1.49826703205717,4.23544712121061,0.473017857811058,0.981186540403369,0.0120000000000005
"QMC",50,23,1.35604971816828,3.44286291320775,1.35980594091793,3.44939349372028,0.442827644359431,0.954074294954398,0.0110000000000241
"QMC",50,24,2.12642476560918,5.80664026362659,2.13208341381455,5.81756658245467,0.721901125635154,1.48060218408005,0.0110000000000241
